"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"7083",406.102003293021,3.19309937933195,0.17981575820041,17.7576170814415,1.50489315528099e-70,2.90624966147865e-66
"5347",215.436588681133,3.83920751825606,0.22039263259277,17.4198541625025,5.83256078542589e-68,5.63192069440724e-64
"6241",828.232465536741,3.83863001884632,0.22305035264523,17.2097016360777,2.24585871937251e-66,1.4457341196174e-62
"890",197.102223000668,3.23374022115843,0.191906971976144,16.8505614353627,1.03923390976525e-63,5.01742131634665e-60
"9212",115.811563951461,3.22613969517803,0.191947009225463,16.8074496612165,2.15234098289382e-63,8.31320181232911e-60
"11065",137.988057795908,3.54552071073652,0.212371662244815,16.6948860938394,1.42791438149668e-62,4.59598042257732e-59
"22974",223.980816976921,3.16988386877818,0.191933967927853,16.5154917756388,2.83837865167424e-61,7.83068121730469e-58
"55355",84.9497218139589,3.2461014684949,0.206196033114344,15.7427930085096,7.69699741719461e-56,1.85805517651078e-52
"991",220.143141189053,3.64953869482115,0.234193344489629,15.5834432561458,9.43335264280711e-55,2.02418784708768e-51
"28392",1041.26785212635,3.89064941387369,0.25131890104565,15.4809264153474,4.66703366497873e-54,9.01297541380693e-51
"332",229.189088507518,3.8467692872643,0.250174065128123,15.3763711889729,2.35798018168785e-53,4.13975575170507e-50
"51237",1736.67116846932,3.84387362438014,0.251047997632171,15.3113096325591,6.42569311286451e-53,1.03410821163033e-49
"4288",560.792657537496,3.1571840425151,0.208268684424265,15.1591875237642,6.58792396341156e-52,9.78661442933877e-49
"24137",55.9715794680301,3.53427757032701,0.23699878307958,14.9126401595921,2.72750873275364e-50,3.76240347478131e-47
"3429",3845.9226932058,8.76478682140417,0.594879648411615,14.7337143652619,3.9157844499121e-49,5.0414419531135e-46
"79801",192.889819273811,3.2012304450205,0.218510126574428,14.6502612725828,1.34198672796965e-48,1.61977798065937e-45
"51514",138.542744995298,3.14712706641069,0.215313534798068,14.6164850684479,2.20493502301672e-48,2.504806186147e-45
"81620",96.2447751742585,2.77930856165002,0.191060531341755,14.5467436007419,6.12500825414966e-48,6.57145330022991e-45
"29128",309.620776383325,2.84782582755524,0.198312541516799,14.3602911130762,9.18405608159455e-47,9.33486794988179e-44
"3009",65.471700695675,3.28511390560563,0.231151523729045,14.2119500343698,7.72441978250998e-46,7.45869974199163e-43
"2305",121.252016874601,2.30319693179741,0.162821940260763,14.1454949382668,1.99110834646371e-45,1.83106116128129e-42
"699",224.427784506178,3.14935610251331,0.223185688625327,14.1109231595951,3.25291603915903e-45,2.85546884310178e-42
"28467",949.786514621106,5.73540272193803,0.407519654005973,14.0739291112913,5.49306857469456e-45,4.61226697019571e-42
"107985050",33.5597908356355,2.53649463481011,0.182474379026774,13.9005522218434,6.28545441814124e-44,5.05769565513098e-41
"259266",82.1563101958483,2.93041506249405,0.211140017458018,13.8790130728142,8.49049484884353e-44,6.55873746083465e-41
"7298",161.828783785704,2.94559128294865,0.212443539721953,13.8652899815351,1.02809772334514e-43,7.6363935512467e-41
"51203",296.788400722375,2.36457590946384,0.170814067058962,13.8429811442147,1.4026647052869e-43,1.00326891809261e-40
"81567",4172.07880840187,2.65442611325952,0.193058068521531,13.7493663620875,5.13775224037554e-43,3.54358111664759e-40
"55388",95.1276646635776,3.5260528135632,0.256613546140494,13.7407119249765,5.79035961022328e-43,3.85598016526317e-40
"51512",63.0060418297188,2.76448458683564,0.201538792829839,13.7168857073076,8.04473060791623e-43,5.17866125000261e-40
"11130",286.326514003674,2.35719927430207,0.172129620403063,13.6943268031521,1.09773014735533e-42,6.83850471152459e-40
"100526836",4025.75994482321,2.61893310692118,0.191458690929229,13.6788416039533,1.35839475202039e-42,8.19791232844308e-40
"28950",842.410727256022,3.18240563274649,0.234556797351179,13.5677399618558,6.22107896856495e-42,3.64065081942201e-39
"9133",141.885486029232,3.46831980422179,0.256641905677595,13.5142380394371,1.28883196671849e-41,7.32056557096102e-39
"3541",211.442632416754,4.81878358872029,0.357561827968295,13.4767841861116,2.14243034978812e-41,1.18213185471738e-38
"157313",69.082848195676,3.30976717746907,0.246557170554383,13.4239339704745,4.37839508827476e-41,2.34876572068784e-38
"55872",30.0790512777184,4.06877830830651,0.303766366284457,13.394433222065,6.51716466982594e-41,3.4016076784778e-38
"28773",202.074470146146,4.40726308682109,0.329155510233517,13.3896074949327,6.95473055526738e-41,3.53446727587694e-38
"28391",491.592837789314,3.42027112358467,0.25570985051919,13.3755939266328,8.39801896739979e-41,4.15852672560063e-38
